ticker,price,transaction_date,transaction_type,quantity,account_number,create_date
HE,$2440.93,2017-09-08,buy,150,709788178-X,2019-07-26 06:38:43
SRTS,$2092.55,2016-12-31,buy,4505,384140049-3,2022-06-26 16:20:57
WABC,$965.75,2015-09-10,buy,1699,603810413-5,2018-06-29 00:23:53
MPV,$629.51,2017-11-14,buy,4102,927202772-1,2018-08-26 05:30:01
PSA^V,$202.57,2020-09-11,sell,3641,381440223-5,2019-10-06 11:00:04
MDIV,$1916.74,2018-02-09,sell,1870,772683648-2,2018-03-20 20:12:57
TWLO,$1588.32,2017-01-04,sell,785,345770618-2,2017-04-24 20:03:39
TNP^D,$1652.18,2016-04-18,buy,2877,886949635-X,2016-10-14 22:09:53
ARNC,$601.66,2021-11-26,sell,3371,716829071-1,2021-09-30 21:12:03
IPWR,$1753.07,2021-06-23,sell,4721,871208685-1,2018-08-08 18:20:54
KTF,$2125.44,2021-03-02,buy,3888,628040588-5,2017-07-28 03:14:03
ARW,$2289.75,2019-06-16,sell,2056,620781970-5,2021-11-18 02:41:30
USCR,$706.92,2019-09-29,buy,4153,580123174-9,2017-09-21 07:04:23
DRH,$1595.13,2016-07-12,sell,3490,823934782-7,2015-11-30 01:12:46
EVEP,$1794.28,2015-05-16,buy,2286,026433408-6,2015-09-10 07:26:54
CLRO,$321.62,2016-09-12,buy,1984,588394365-9,2021-10-30 19:55:11
KTWO,$365.71,2020-12-08,sell,3426,076026180-6,2016-04-21 22:24:31
HYI,$140.26,2016-08-29,sell,26,383836697-2,2016-04-16 20:26:20
IAG,$1718.23,2020-03-28,buy,1039,462393579-5,2016-11-05 07:17:11
CIGI,$120.94,2015-02-17,buy,2256,798854455-1,2016-11-30 15:34:31
SPG,$2385.40,2019-07-31,buy,422,824523185-1,2019-06-09 23:44:20
BPTH,$1191.05,2020-06-22,buy,1123,309970994-8,2019-02-08 09:05:13
PUK^A,$2341.16,2016-07-28,sell,3034,439586084-2,2020-01-05 08:03:33
POPE,$445.00,2017-06-16,buy,2563,459390146-4,2020-06-04 19:00:19
SATS,$2402.09,2015-01-06,buy,2730,814749052-6,2019-02-18 04:25:54
IPHI,$2318.59,2018-11-14,sell,2070,265653995-1,2016-02-16 00:43:03
AGYS,$1475.87,2020-03-20,buy,344,357605280-1,2020-03-30 07:28:13
GLDD,$1919.32,2019-04-24,buy,4608,419684467-7,2021-06-19 05:50:27
NVDQ,$1915.19,2020-11-19,buy,4948,823847023-4,2020-02-06 20:15:03
CRR,$729.52,2016-01-20,sell,1097,774299996-X,2019-06-08 17:44:55
SPIL,$476.20,2021-02-02,sell,1819,143103923-3,2022-04-26 05:23:39
AXS^E,$61.26,2021-04-12,sell,4255,749040483-5,2020-08-20 09:39:48
PPHM,$1336.34,2017-10-19,sell,646,170379364-1,2021-07-16 18:37:16
CAL,$241.05,2019-07-17,sell,3712,600690705-4,2018-07-29 13:42:57
AHL^B.CL,$1651.92,2019-09-07,sell,500,444602486-8,2017-10-14 22:36:30
NEE^I,$1790.19,2021-06-28,buy,4713,970690418-2,2015-11-06 18:57:51
RXII,$790.02,2019-04-30,buy,158,010026473-5,2018-04-22 16:53:54
HTBK,$1004.51,2022-02-18,buy,4488,141014271-X,2017-07-22 07:50:03
IBKCP,$762.42,2016-05-24,sell,4158,133286806-1,2016-09-13 12:22:35
CLACW,$25.12,2021-01-18,buy,1156,764668041-9,2019-05-29 07:55:02
LMNR,$11.10,2020-10-09,buy,2137,521542039-4,2018-07-11 02:58:27
CLBS,$1014.13,2018-03-15,sell,2363,889775212-8,2019-03-06 09:40:27
BNY,$277.91,2015-01-16,buy,854,664146231-5,2019-12-08 12:49:40
NRCIB,$1618.58,2021-03-23,sell,2743,962025515-1,2016-03-20 16:25:07
CAFD,$549.70,2015-04-12,sell,3006,563153009-0,2019-01-05 06:10:35
USB^O,$915.20,2022-05-20,buy,3807,147543711-0,2017-01-04 06:23:14
SNOA,$994.02,2022-01-10,sell,2720,577859061-X,2021-06-25 14:16:44
WYN,$464.16,2020-01-23,buy,4331,969770609-3,2017-11-17 12:48:06
SQNS,$2346.54,2015-08-29,sell,4502,469010118-3,2021-04-02 04:33:13
CFNB,$1902.42,2020-12-30,buy,2955,133783864-0,2015-02-20 01:46:37
REGI,$259.76,2016-04-20,sell,856,972503143-1,2021-04-25 23:09:55
WABC,$1851.74,2021-03-08,buy,2708,865739255-0,2017-07-10 04:05:48
GDOT,$210.36,2022-06-23,sell,4850,918433827-X,2018-04-18 10:47:24
ARCX,$1515.56,2019-10-09,buy,1327,447676347-2,2022-03-05 09:50:05
CIM,$1122.85,2016-01-05,sell,4049,126034113-5,2017-05-24 21:10:00
WSBF,$455.01,2020-12-02,buy,913,522764621-X,2016-02-28 21:32:31
CTR,$2040.81,2017-05-02,buy,1572,506835036-2,2020-09-19 19:57:41
CPS,$1459.76,2015-08-26,buy,1097,555837004-1,2015-10-30 09:14:21
MRNS,$1926.59,2021-10-26,buy,661,943572841-3,2019-09-17 00:24:20
OIA,$1892.43,2015-05-11,buy,2439,363398509-3,2022-06-24 00:49:08
MBLY,$2203.06,2017-09-10,sell,55,174135802-7,2016-02-14 17:43:38
BFS^C,$1918.96,2019-05-02,buy,2067,814728535-3,2020-07-06 01:33:50
BDE,$78.88,2020-07-06,buy,2043,047963577-3,2015-06-03 22:20:34
SWFT,$1733.38,2017-09-07,sell,1005,006842723-9,2017-08-25 18:23:11
MMDMR,$2400.77,2018-11-02,buy,4502,383823857-5,2016-05-22 23:32:41
JW.B,$860.83,2022-05-16,buy,1759,011256554-9,2021-10-11 00:11:33
EYESW,$882.12,2016-02-03,buy,2063,179181446-8,2022-04-03 11:32:10
AFSI^C,$2265.98,2018-06-28,sell,2149,874801643-8,2018-02-13 20:32:13
AROW,$1430.59,2020-05-08,sell,2333,500592677-1,2020-05-07 01:52:58
HMSY,$1566.74,2021-04-03,sell,318,233512452-8,2016-07-27 10:16:47
EDD,$505.52,2022-07-05,buy,4427,655498627-8,2021-03-12 13:36:20
MGRC,$1804.97,2020-09-16,sell,3253,605794649-9,2020-09-05 05:57:51
FJP,$939.10,2018-10-27,buy,4185,507261422-0,2019-02-28 23:51:50
MXWL,$1683.58,2021-01-09,buy,772,038290270-X,2017-04-12 05:16:07
ICD,$1502.61,2020-04-10,sell,687,422232983-5,2020-08-06 00:49:42
FALC,$1276.89,2015-09-11,sell,4273,019346135-8,2021-10-02 15:01:37
MDC,$943.45,2018-01-09,buy,422,649458889-1,2017-10-07 21:17:57
SFS,$241.05,2018-08-21,buy,3028,418081906-6,2019-08-25 23:15:10
SJI,$1818.96,2016-07-31,sell,2508,917919097-9,2018-12-25 12:10:41
APU,$1862.42,2019-08-04,buy,4156,487314656-9,2015-12-20 16:24:53
SIGI,$2183.18,2021-07-03,buy,4095,101334082-5,2020-02-26 06:14:13
VLY.WS,$1983.20,2019-07-06,sell,4726,954542654-3,2018-02-01 08:18:36
OTIC,$329.96,2016-04-16,sell,258,983881791-0,2019-12-18 22:19:15
C^N,$1207.86,2017-08-18,sell,1112,861262722-2,2017-01-14 16:37:18
TNET,$2125.23,2021-11-05,sell,137,683607057-2,2016-03-07 21:28:42
SBGI,$1318.50,2015-12-05,sell,3189,228098118-1,2019-10-10 00:21:13
AMOT,$1664.42,2017-06-13,sell,4620,776751632-6,2019-07-06 08:32:04
JPM^G,$2095.89,2016-06-24,sell,959,697655153-0,2018-10-03 17:03:58
NEE^K,$1046.59,2019-10-31,buy,3274,911656959-8,2018-11-23 17:54:27
EPR,$2329.76,2015-07-19,buy,3371,797994853-X,2017-06-10 02:29:51
OMAB,$231.95,2017-12-20,sell,4902,516018420-1,2021-10-04 14:51:07
AVAL,$847.69,2022-06-03,buy,1635,623142956-3,2019-01-06 10:13:26
ANTM,$1549.63,2021-04-21,buy,2763,687941824-4,2018-08-21 11:01:05
PGJ,$1659.98,2017-09-13,sell,4516,944166422-7,2017-05-21 01:50:03
WLFC,$1640.22,2021-11-06,sell,1866,016767213-4,2016-06-10 02:17:12
BMS,$2266.78,2016-09-11,sell,4913,585321987-1,2021-08-21 06:28:25
GJR,$148.17,2015-08-19,buy,3930,601226922-6,2019-09-06 22:32:56
APOP,$738.60,2021-09-16,sell,1858,862471916-X,2015-06-01 02:30:51
SSTK,$88.56,2020-12-07,buy,870,657646784-2,2018-11-27 13:53:04
KR,$641.02,2020-04-16,buy,4739,903838648-6,2017-04-29 14:57:09
AMX,$1461.66,2020-08-12,sell,2468,387362952-6,2018-05-24 02:04:54
AME,$1150.91,2016-05-29,buy,1964,833613134-5,2019-09-09 11:50:18
LYTS,$2094.58,2019-12-25,sell,551,848744231-5,2022-02-04 23:14:29
PB,$1748.48,2015-12-31,sell,3231,787177439-5,2021-11-17 08:37:56
PNTR,$1206.06,2020-10-26,buy,1770,741988960-0,2018-10-21 15:36:38
CERU,$713.71,2016-10-11,sell,3760,576349106-8,2021-02-27 22:29:53
PJH,$1223.52,2021-04-13,buy,2600,898300097-X,2019-12-14 03:01:05
MBT,$1272.14,2017-11-26,buy,2067,533806960-1,2019-08-13 23:47:12
KRNT,$306.60,2019-12-03,sell,278,597549921-6,2022-01-11 11:28:07
KOOL,$1633.84,2020-09-13,buy,3246,610666239-8,2015-09-19 02:31:20
AGM,$742.78,2016-06-02,sell,1893,483382064-1,2018-08-10 17:26:49
YRD,$73.59,2017-09-21,sell,4458,431156818-5,2019-11-02 17:38:43
MIII,$300.19,2019-07-27,buy,921,827748005-9,2018-12-24 00:41:19
QADA,$1449.14,2020-04-27,buy,3403,584489883-4,2022-06-24 10:24:42
ANDAR,$2319.19,2015-10-29,sell,906,698699187-8,2017-03-24 00:38:05
APOP,$669.67,2021-10-22,buy,3256,449703727-4,2022-07-19 01:25:10
SPRT,$1964.45,2015-11-21,buy,3812,366099319-0,2016-01-19 16:29:11
LPLA,$1145.95,2020-03-17,buy,1588,738009043-7,2017-01-08 20:05:09
DB,$1837.29,2015-04-19,buy,2252,067530235-8,2015-03-30 17:22:36
IDRA,$728.83,2020-09-16,sell,2595,942028188-4,2020-08-29 15:31:16
BWLD,$352.86,2019-12-23,buy,2483,182668593-6,2022-04-16 09:44:41
DX^B,$2418.38,2021-01-26,buy,1211,654082567-6,2019-07-24 15:20:36
BUFF,$688.91,2017-07-16,buy,1225,274101764-6,2020-06-19 22:50:43
PKY,$700.49,2017-09-14,buy,3707,665681350-X,2019-01-06 12:32:01
TWO^A,$1740.22,2018-08-05,buy,892,836444877-3,2019-02-26 08:56:32
SYK,$233.53,2017-11-27,sell,1027,768621248-3,2021-02-25 09:29:29
RAIL,$2419.62,2021-04-01,sell,594,672869582-6,2016-08-02 21:08:51
SPG^J,$421.54,2016-10-28,buy,2096,322304803-0,2020-11-27 22:33:19
OGS,$620.26,2022-01-20,sell,588,877239543-5,2022-05-09 18:39:07
TER,$1530.99,2022-06-28,buy,290,585486035-X,2020-10-07 07:08:21
RDVY,$1951.63,2019-09-02,sell,3515,972560160-2,2020-10-17 04:06:14
ARIS,$103.54,2020-06-13,buy,1078,205776373-0,2022-02-21 07:01:05
MRNS,$2011.11,2017-05-13,sell,1623,650529615-8,2017-04-27 15:37:16
MTLS,$1342.53,2015-12-04,sell,2714,188448384-4,2021-03-20 10:28:38
CVCO,$1235.82,2017-02-12,buy,805,914391237-0,2019-07-10 07:50:12
SBOT,$1876.52,2022-01-08,buy,4576,267880362-7,2019-11-30 03:43:46
CHEKW,$1641.38,2015-03-10,sell,1973,710160287-8,2016-12-24 14:15:30
QDEL,$249.33,2018-10-24,sell,4579,436539551-3,2020-04-10 22:12:44
GLOP,$996.04,2017-01-13,sell,3830,255527341-7,2015-11-15 07:24:41
JYNT,$30.93,2019-01-22,sell,357,002034963-7,2017-02-11 19:17:29
BBD,$1765.39,2018-04-23,sell,1179,502756820-7,2017-12-14 22:16:10
SNFCA,$1895.85,2015-07-20,sell,2549,772690151-9,2020-01-23 12:59:23
RF^A,$62.59,2021-07-29,sell,1243,837463786-2,2021-03-21 08:28:39
KNOP,$1112.23,2017-04-05,buy,3763,136078428-4,2018-01-07 20:24:11
LPLA,$2467.06,2018-08-25,sell,1787,135779697-8,2016-11-12 11:26:16
AMZN,$632.81,2019-07-04,sell,1997,665701013-3,2020-09-19 11:50:07
OXLCO,$273.62,2017-05-19,sell,496,702201939-8,2020-03-15 23:28:30
GWPH,$1814.35,2021-11-02,sell,1289,577471874-3,2015-02-07 19:01:51
ALSK,$1859.20,2020-05-07,buy,2271,947580470-6,2021-12-25 00:34:41
EFR,$953.15,2022-01-14,buy,3647,910666509-8,2018-03-28 20:15:27
SCI,$1077.34,2018-01-27,sell,4542,884036376-9,2017-07-13 09:17:21
ARDC,$978.95,2019-12-21,buy,1984,781006992-6,2018-04-15 01:04:58
BPL,$426.72,2022-03-08,buy,4806,285743076-0,2015-01-24 22:11:53
MVO,$2143.66,2016-12-16,buy,2388,695416003-2,2020-10-20 20:49:05
ISRL,$2306.60,2022-03-08,sell,4893,306525375-5,2018-10-22 16:16:36
SYNA,$1364.06,2020-12-16,buy,2999,847455704-6,2019-01-17 00:50:42
TTI,$1925.68,2015-01-24,sell,4577,344299632-5,2021-04-22 08:27:07
SCHN,$160.90,2015-08-03,sell,43,678743152-X,2019-02-14 19:09:43
SPE,$289.73,2018-06-17,buy,54,673891214-5,2018-01-13 03:55:43
ARNC,$763.59,2018-06-15,sell,1652,102389847-0,2019-05-10 13:03:42
DAIO,$2286.74,2020-11-26,sell,4110,526320287-3,2018-07-04 09:45:13
TVPT,$511.08,2017-07-15,sell,3897,550737979-3,2016-05-11 17:21:35
AFG,$922.16,2020-09-11,sell,3002,508026198-6,2016-05-16 01:26:13
MXL,$1916.61,2017-10-28,sell,318,732805326-7,2016-08-17 09:10:06
CASM,$1027.14,2020-12-02,sell,3667,394274516-X,2022-07-12 12:00:24
DTYL,$749.54,2018-02-20,sell,3128,986768872-4,2021-03-31 18:32:07
MTN,$1550.59,2021-09-04,buy,4788,628688964-7,2016-02-14 13:10:23
CNET,$1089.00,2021-11-22,sell,1450,813634425-6,2021-07-20 05:03:18
AXTA,$2264.50,2015-10-15,buy,1918,235831228-2,2018-12-21 02:59:37
URGN,$842.59,2017-08-20,buy,3378,792528787-X,2021-08-27 02:39:33
VWOB,$828.59,2021-11-30,buy,1166,540212436-1,2015-03-15 17:11:43
FRC^F,$618.24,2017-10-29,buy,3374,739461844-7,2018-07-28 10:27:53
JMEI,$2358.09,2017-02-18,sell,3424,588271850-3,2018-05-29 16:11:06
TROW,$1580.03,2016-01-16,sell,2320,586960148-7,2015-09-18 05:52:34
MLVF,$1411.33,2018-08-22,sell,1923,973117540-7,2015-12-25 02:06:15
VIGI,$1078.05,2019-03-31,sell,460,548421883-7,2017-03-08 05:53:34
PRXL,$2359.98,2015-02-10,sell,649,001420853-9,2015-05-07 13:02:06
FIF,$1461.98,2015-12-08,buy,2512,120525037-9,2018-09-29 00:04:53
SSWN,$17.76,2018-06-24,sell,549,082881250-0,2016-02-22 08:46:53
IONS,$1818.11,2019-04-03,buy,2043,159532798-3,2015-01-15 14:43:17
DISCA,$86.64,2019-05-29,sell,3439,315961339-9,2016-11-19 15:09:33
EVEP,$400.76,2016-06-01,buy,29,231887351-8,2015-07-12 01:09:10
MUI,$414.21,2021-01-17,buy,1050,390625351-1,2015-09-23 18:44:28
QVCB,$2301.68,2016-03-05,sell,2792,840430553-6,2019-05-03 23:58:12
VCYT,$1822.95,2018-01-07,buy,1875,042123622-1,2017-01-26 08:34:37
DHXM,$2074.81,2018-05-02,sell,3163,118680360-6,2017-10-14 04:32:10
CLNS^F.CL,$2007.63,2021-01-13,buy,4232,468973423-2,2020-12-27 19:30:50
BNJ,$1825.41,2017-06-05,sell,613,234714870-2,2021-03-26 02:56:09
KMI,$595.65,2019-01-18,buy,1395,001937141-1,2015-05-29 13:50:29
RPXC,$2137.97,2020-08-23,sell,2068,230816514-6,2018-11-10 02:48:36
ECHO,$812.64,2021-01-25,sell,1883,113203374-8,2017-07-02 05:48:49
ED,$1221.50,2015-10-05,buy,4418,063201040-1,2016-05-18 09:01:23
EGIF,$172.85,2015-08-07,sell,833,093260385-8,2019-04-20 06:32:04
EMCF,$578.82,2018-08-05,sell,384,046885877-6,2015-03-22 04:01:59
SCL,$47.47,2018-10-10,buy,4068,965529119-7,2017-03-18 16:23:17
GER,$260.76,2017-02-06,buy,4973,489292292-7,2022-05-07 06:53:55
NDRA,$1228.93,2020-04-06,buy,2125,994537666-7,2015-03-14 02:36:26
JACK,$2240.69,2019-10-16,buy,203,991211011-0,2018-04-28 11:29:38
SPLP^A,$1064.90,2022-05-18,buy,3305,085516633-9,2017-11-24 10:31:18
MNTX,$1304.27,2015-09-07,buy,4450,950966021-3,2016-12-08 06:37:08
JBK,$1519.26,2021-02-19,sell,3712,708177023-1,2017-08-11 07:23:09
BWINB,$93.13,2021-01-27,buy,241,405286071-3,2016-05-28 08:13:00
CCNE,$388.64,2019-09-17,sell,3559,075736483-7,2018-06-14 03:21:01
CAFD,$2089.36,2022-05-22,buy,125,682043573-8,2019-11-10 09:10:45
KNL,$1996.14,2016-06-04,sell,167,214827941-6,2017-01-30 01:21:28
RATE,$1741.99,2019-04-30,sell,4542,751806239-9,2021-01-13 12:20:03
CSB,$408.03,2016-01-17,buy,2744,903883078-5,2021-01-26 02:22:01
PNC^Q,$1697.87,2015-02-12,buy,1933,095168374-8,2016-09-25 21:46:28
ATO,$4.95,2015-06-16,sell,4296,172264785-X,2020-11-16 03:22:14
HRL,$251.94,2021-11-03,buy,3534,489735079-4,2022-06-26 07:14:16
PCH,$859.57,2016-03-16,sell,2089,933662602-7,2015-07-20 19:08:43
MPAA,$627.38,2016-04-05,sell,750,690932561-3,2015-10-14 15:47:51
TI,$1155.56,2020-04-07,sell,1894,508391700-9,2016-10-17 04:40:36
RFIL,$2376.26,2015-03-03,sell,1773,611868605-X,2021-10-20 16:43:32
FFBC,$427.64,2020-02-06,buy,2001,521715114-5,2015-05-30 20:04:02
SMHI,$2107.28,2020-02-11,sell,2468,755435270-9,2021-08-08 01:01:22
FTFT,$2120.17,2020-12-29,buy,3040,186657405-1,2020-09-01 20:39:52
GIMO,$769.91,2016-06-01,buy,2908,709255719-4,2022-05-03 03:55:27
ZIV,$315.81,2015-07-05,sell,3403,282274977-9,2018-09-06 18:29:39
BCO,$446.95,2020-08-28,sell,4405,135988202-2,2018-07-29 17:20:02
CALM,$803.13,2022-05-11,sell,4627,561178659-6,2017-05-30 02:16:01
HONE,$2011.74,2018-09-02,sell,1210,385010154-1,2021-08-10 18:18:43
DRH,$1492.01,2019-07-16,buy,4605,076545415-7,2022-01-23 01:35:22
ZPIN,$1265.36,2021-05-10,buy,1154,929077656-0,2018-07-25 01:58:29
SAJA,$897.44,2015-07-27,sell,3567,514841776-5,2016-01-30 04:14:37
COST,$360.57,2016-08-01,sell,2373,750512671-7,2020-05-19 19:18:49
TBI,$1521.56,2015-02-13,buy,2100,192632218-5,2015-12-17 01:36:06
TNP,$92.08,2018-02-14,sell,1227,607136761-1,2018-10-24 12:47:57
NNN^E,$84.51,2018-06-14,buy,664,625958856-9,2016-11-22 03:19:14
EPR^C,$2044.04,2018-10-23,sell,2340,051322048-8,2019-01-17 19:18:35
AGN,$2383.61,2019-06-25,sell,4046,202738661-0,2017-11-28 02:21:17
PTR,$1687.89,2016-05-09,sell,4516,168539496-5,2019-03-15 05:44:57
FTD,$36.31,2019-06-26,buy,3618,450523514-9,2018-12-17 21:27:49
VLP,$402.02,2016-10-08,buy,4879,103718399-1,2021-08-26 05:59:25
JELD,$1758.17,2017-01-12,buy,4180,949366290-X,2018-04-23 16:31:54
NNDM,$684.99,2015-02-04,buy,1019,566793626-7,2021-06-13 19:24:39
TUSA,$2253.78,2016-06-08,sell,2840,899498247-7,2016-07-18 14:09:02
CHT,$906.53,2019-05-15,sell,3863,487991958-6,2017-06-16 20:34:17
OXM,$1748.59,2015-10-03,buy,2498,150194710-9,2016-05-06 19:55:22
ABR,$2151.62,2020-10-22,buy,3059,721715205-4,2016-04-13 14:50:24
WHF,$1600.21,2017-09-11,sell,3319,756455544-0,2015-09-10 20:28:55
TPX,$1571.43,2017-10-19,sell,4455,082114495-2,2021-05-31 21:34:00
BOKFL,$1003.89,2019-01-10,buy,1842,609767619-0,2020-06-22 00:08:39
EEI,$866.00,2020-08-12,buy,4963,556649638-5,2019-12-27 06:53:28
PATK,$1577.28,2019-09-04,sell,1241,613105556-4,2020-10-24 02:07:50
XBIO,$1357.59,2019-09-14,buy,349,536725538-8,2018-05-06 11:06:20
TDG,$233.15,2015-12-11,sell,382,335823349-9,2020-04-01 04:09:24
VNOM,$3.57,2020-08-24,sell,4080,778599430-7,2021-03-06 04:52:47
FAF,$895.85,2020-05-14,buy,3538,742074506-4,2016-04-30 13:26:35
VIVE,$1841.81,2021-07-09,buy,3186,054427144-0,2018-03-02 15:51:14
TNP,$37.20,2017-03-07,sell,355,307373052-4,2021-10-11 13:30:15
VET,$634.15,2018-01-19,sell,661,850435025-8,2018-09-27 22:07:43
QQQC,$727.78,2017-06-09,buy,1555,659663061-7,2018-02-24 09:07:59
AYA,$2004.46,2017-02-01,sell,3276,521213791-8,2018-02-03 23:13:15
MTZ,$1196.52,2018-04-07,buy,3568,646236709-1,2016-04-14 14:36:22
SRUN,$1880.26,2017-05-25,buy,4215,153211464-8,2018-08-11 21:55:21
HBI,$1545.35,2022-03-30,buy,2596,004465340-9,2016-07-27 19:48:26
AGEN,$866.13,2022-04-13,buy,2600,755071499-1,2022-07-26 11:17:40
PSA^X,$435.87,2019-10-11,sell,2196,500645713-9,2021-04-22 09:14:36
AOS,$2266.38,2019-04-02,sell,946,179755145-0,2015-10-25 05:10:48
SODA,$755.52,2015-05-26,sell,2247,394318288-6,2016-06-24 20:39:21
DSKEW,$1930.80,2017-02-18,buy,95,698298964-X,2020-09-27 07:15:22
IR,$2462.37,2022-05-29,buy,3243,185109474-1,2016-01-11 12:36:49
GTYHW,$1614.49,2020-01-23,buy,4964,543794131-5,2020-12-13 04:48:16
AWP,$2079.37,2021-08-29,buy,4051,963031254-9,2018-10-10 11:42:03
MUA,$1752.05,2016-05-28,buy,318,057539302-5,2018-11-04 04:10:49
RDNT,$2389.54,2017-10-18,sell,2236,153534066-5,2019-05-30 22:12:17
IFMK,$2062.98,2018-08-28,sell,1701,593862329-4,2022-07-19 00:40:48
CNX,$1054.25,2016-06-29,buy,2813,230032273-0,2020-04-08 10:27:44
SOHOB,$1013.38,2015-08-12,buy,4484,357773958-4,2019-08-21 02:44:51
HZNP,$537.35,2016-04-20,buy,4822,088374863-0,2018-05-14 16:54:08
MIIIW,$2478.61,2022-02-09,buy,2798,967427877-X,2022-02-26 12:26:08
VEDL,$233.04,2022-07-25,buy,2499,816596403-8,2017-10-24 15:52:22
PDCO,$1685.32,2019-06-06,buy,1422,260677058-7,2015-12-04 15:27:55
HZO,$2278.08,2020-12-16,buy,2121,652929266-7,2018-03-17 10:12:28
SCE^G,$494.39,2016-09-24,buy,2818,186852254-7,2019-02-22 07:16:13
TVC,$887.88,2021-08-05,buy,4471,923790381-2,2021-08-22 23:03:08
POWI,$1283.94,2017-12-11,buy,430,167941983-8,2019-01-30 10:13:32
ADES,$929.74,2016-10-31,buy,4609,491467743-1,2021-04-07 03:30:11
FLIC,$2164.55,2018-04-28,sell,440,647824752-X,2018-09-02 00:53:31
MMDM,$1375.91,2019-02-02,sell,188,574835902-2,2017-03-10 05:57:15
HTLF,$1481.88,2017-04-17,buy,1642,736563129-5,2019-08-14 01:49:40
NEE^C,$1059.00,2022-02-23,sell,3766,733860073-2,2022-03-14 05:03:22
NAKD,$979.19,2017-10-28,buy,698,988175886-6,2018-12-08 07:19:58
PID,$962.49,2021-05-12,sell,450,956278994-2,2019-02-07 07:23:54
FIXD,$1489.06,2018-09-26,sell,373,512688810-2,2017-02-13 18:32:10
MLP,$998.53,2017-08-09,buy,4857,733866889-2,2016-04-12 07:10:13
ZNGA,$287.88,2015-11-29,buy,3571,616995211-3,2020-08-08 22:07:47
PBI,$2390.06,2017-09-01,buy,3065,842982496-0,2015-06-17 23:44:49
LUK,$495.67,2015-08-06,sell,2894,196701395-0,2016-01-23 06:09:38
FULLL,$2009.80,2018-10-17,sell,4064,811252924-8,2018-08-03 12:03:35
WYIGW,$298.49,2021-08-05,buy,2676,153888450-X,2018-12-25 18:02:39
BLFS,$2497.27,2019-05-11,sell,3631,182608320-0,2019-01-01 07:31:28
WSO.B,$8.41,2016-12-19,sell,4056,477839024-5,2022-07-26 16:35:31
GECC,$2227.79,2021-09-21,sell,120,550287962-3,2022-04-22 20:10:09
INGR,$1121.01,2019-06-21,buy,2000,137954903-5,2015-03-06 18:04:20
JMBA,$792.14,2021-03-27,sell,4129,155009200-6,2018-01-07 19:36:22
PAY,$1226.76,2020-06-19,buy,2091,867919502-2,2016-03-10 01:58:33
ISRL,$1000.19,2020-04-27,buy,1165,515014720-6,2021-09-18 03:21:58
VGSH,$605.23,2021-12-30,sell,3077,261688940-4,2016-03-30 05:07:33
FAD,$690.15,2021-07-16,buy,138,971624203-4,2020-04-27 14:00:45
STAG^C,$1515.44,2017-03-12,buy,3998,933922616-X,2015-12-06 01:14:56
MNST,$1223.78,2021-03-15,sell,2524,557683868-8,2019-04-11 10:44:55
DLB,$616.79,2016-02-06,buy,2131,027875308-6,2019-01-23 01:56:49
CRDS,$771.73,2021-07-20,buy,4453,437663017-9,2020-04-08 22:52:10
AMRC,$1763.11,2017-02-20,sell,2234,676588943-4,2019-05-30 20:33:16
UCFC,$2403.73,2018-07-16,buy,1312,920915824-5,2015-04-11 23:10:09
DBVT,$394.01,2015-08-12,buy,3753,547028483-2,2015-06-18 06:36:25
MGNX,$713.18,2017-02-18,sell,225,115395339-0,2022-02-13 21:40:23
SSW^D,$1369.95,2019-05-03,sell,1814,378127988-X,2020-12-02 09:47:36
FOXF,$720.85,2019-11-23,sell,2666,871825638-4,2017-05-06 04:38:50
CRT,$2096.79,2020-02-29,buy,915,797892097-6,2017-09-16 12:10:35
EPR^E,$2453.05,2022-07-23,buy,3286,067489445-6,2016-06-27 17:16:16
TESO,$781.65,2019-02-06,sell,1196,524215714-3,2018-12-20 05:58:45
RICE,$347.25,2017-08-16,sell,3398,958190367-4,2015-07-17 00:48:16
CECO,$1627.02,2016-10-06,sell,3320,796305450-X,2016-12-05 20:30:50
SHLDW,$381.76,2020-04-26,sell,693,453433293-9,2020-08-07 03:25:01
TDIV,$326.71,2021-12-21,buy,3729,952556406-1,2020-08-10 05:12:02
NETE,$1386.09,2017-06-14,sell,3416,351518190-3,2015-02-03 00:45:52
MOSY,$2311.06,2022-02-19,buy,608,205528565-3,2020-10-08 23:25:07
AIRR,$2343.82,2021-03-29,sell,1065,134841393-X,2017-03-14 09:31:10
TROW,$1123.87,2019-05-07,sell,3405,059075620-6,2017-12-02 19:17:29
ATHN,$1600.12,2020-12-07,sell,4290,011938838-3,2017-11-25 00:07:11
SBRA,$932.45,2016-04-22,sell,4517,236931094-4,2017-05-20 09:34:09
BBC,$445.67,2016-10-27,buy,4373,298631863-0,2016-09-19 22:55:18
BBRG,$1408.21,2021-11-15,buy,1992,148767951-3,2021-08-17 15:33:44
EVT,$1385.27,2021-09-07,buy,1769,905152707-1,2016-10-17 07:38:51
VNDA,$1520.11,2016-04-26,sell,1439,134321863-2,2022-03-18 17:54:51
XGTIW,$1685.29,2016-05-13,sell,2390,682666517-4,2020-07-22 11:46:21
LPLA,$218.35,2018-04-14,sell,3572,781197489-4,2015-06-23 11:54:56
SWK,$1001.47,2015-01-23,sell,2462,542294203-5,2016-05-21 17:23:22
LBIX,$77.43,2021-10-05,sell,4590,178646778-X,2017-04-17 02:00:26
